name,link,price_simbol,price,price_discount,best_seller,promotional
8 Pares De Medias De Compresion Para Hombres Y Mujeres De 20,https://articulo.mercadolibre.com.co/MCO-567707495-8-pares-de-medias-de-compresion-para-hombres-y-mujeres-de-20-_JM#position=11&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,147.900,,False,False
Zapatillas Rompemallas Futbol5 Torretin Lima Eva,https://articulo.mercadolibre.com.co/MCO-578825844-zapatillas-rompemallas-futbol5-torretin-lima-eva-_JM?searchVariation=62517337767#searchVariation=62517337767&position=12&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,129.900,,False,False
Camiseta Para Hombre Nike Atlético Nacional Gsp Fran Pq Aut,https://articulo.mercadolibre.com.co/MCO-578259472-camiseta-para-hombre-nike-atletico-nacional-gsp-fran-pq-aut-_JM?searchVariation=62383623425#searchVariation=62383623425&position=13&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,59.950,,False,False
Zapatilla Golty Crack Lisa Negra - Sku 31681,https://articulo.mercadolibre.com.co/MCO-546343797-zapatilla-golty-crack-lisa-negra-sku-31681-_JM?searchVariation=54457384622#searchVariation=54457384622&position=14&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,129.000,,False,False
Grama Sintetica Gramaje De 700gr.  ( 1x1 ) M² Cesped Verde,https://articulo.mercadolibre.com.co/MCO-464739689-grama-sintetica-gramaje-de-700gr-1x1-m-cesped-verde-_JM#position=15&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,46.000,,False,False
Guayos Nike Taches Aluminio Caballero Original 50% Descuento,https://articulo.mercadolibre.com.co/MCO-533649763-guayos-nike-taches-aluminio-caballero-original-50-descuento-_JM#searchVariation=43435184309&position=16&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,269.500,,False,False
Frisbee Frisby Disco Ultimate 08co16 Miyagi Naranja 175gr,https://articulo.mercadolibre.com.co/MCO-505634434-frisbee-frisby-disco-ultimate-08co16-miyagi-naranja-175gr-_JM#searchVariation=48216962743&position=17&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,23.900,,False,False
Zapatilla Golty Crack Lisa Indoor Azul - Sku 31682,https://articulo.mercadolibre.com.co/MCO-549028472-zapatilla-golty-crack-lisa-indoor-azul-sku-31682-_JM?searchVariation=49258890841#searchVariation=49258890841&position=18&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,129.000,,False,False
Cancha Fútbol Portable Mini Cancha Balón Malla Niños,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=DW0ITBkH84qySv5aVQL%2Bi1kFCblL8Iunr6pXZAI%2B5iJYManz3BscdB8jZZ2omMYY2gxpu20OCe1L6cdSj9DLuXLserRPA%2Bjnse%2FvN7sW%2FH3fdWbtxWAuVy3kNUKeaFE%2F66jVFDBg6M8Z0FZKZgn3n3YUKxYcOBVzPcpPCi5D5RJg0xaJ8V31emKyo5fxDI3L3wM%2Fiy451litJU4I5OGOcTrr1Rm7kD4Ri2eUAMPk2mWEm%2Bt%2BVyKZrsiIuyDlQtfkrZwJ5hvbZBV%2BMugSbJVKC13kxxboJ9%2FUYtr6qvuRgPIfiygwrKBGxecKINPi%2BrXZ7vphMSYEyJDkGFb%2B%2BIyxHCal84lsZyxrKftoAK65UkKmPBTqVoz4e1Jx5tHVJ%2B02KAUci%2FOFzS%2FcHjvoRZQpAkIxQMzbBDUwyQo7GVyPd7X87uVee75wvGfQue85Mum9ClJQkldzBoVwMEpMG%2BNYfTKGir5FW0OKmGEaZuxIAerBTYGZ7bqLWFWKBHoMmcjSzOYZg%2FJbxQVh1E2JVTnJ89ldfCFPO5qQC%2F0aQfyIAbtnoVimlu4BfUKLpntb0qhTkEqyxg0qvXTPEFif9OJUipIvT5N4rBx0PuekOJQbucr00pHXAXSc4IdxjUTTiM%2FsoCvhiMnkzoUsTYZ2JggNqvcDoNq1%2BDUTmr4rq8FDaIUjiQvRiazuoZpCrFE9Nm2hb4IYOaTYhQ7SbiHz9Vf2%2FifRmLnwNGvUp3k3q1tDcGcvVmh5GEUdOvbDcp5RAQWL%2BPPt%2BPuTQO9ZYmpU3DNyyVzO5F8nerpI4f42d9vHKSUCX08HOQa0GrucOhMWHwNV6Ks8nGHe7FGxqEaR3mYQyk%2BnMR8FhpiSm8RY9luFkmTMEw%2FVb4vPfKtOGz2mNS7rxlw9sO0DtPoJQEyBOAM1fgZI1ytkgEl7rxBb7XaGYQuwxH1n9zEKg%2BIil2fO0p2p1n8tzBVLwNr8L2Iu5f4p1wCBmSzlKoo0Lkxy2gsOcCnoqxkFeT%2BtfnmzI9EoSNwMKvsZbTMjIOao8%2Bs%2BFDGUZ5ZbLKA6VkiIPicrfCVfhXlpxaFSBC3zbuwFO0HT%2F9%2Bx0kQpIUi%2BpdIxghJXfh5CQRYu8MTHkSkv2SKyi%2BIAd9zTS3KC3n4059mPGn19qSzY9qB0uKOxU6Ul7KookjlNi0c9pKmq5%2FW%2FQsYi8EuWQh0ocTQbZLDc%2BSlI1K%2F8ZWh0LHnxhJxQ8tHsb7nRIQBORuvm9rFqanJsihWIZ1cfjIzgztysYU6tlqxbFEK6%2BMii1Xl09qq20TDFCiowKnjH9102fNgaAFOojJL6zyU1sbTuwriAB3Iu8xoROVdKQXv%2FEs7jsrt6Rf8QsrdWFZSfOsVhN34n97dTu7S8W%2F8bkSaw1LU54sP64PAMYRRvHx8X89HmlO3Dqfq3N4KZoAYDluOpHIQpocJJJLJqbmDDw5Y8LrDhU9oZZIuwYWhMxq%2BuZKWJco%2Br,$,29.900,,False,True
Balón De Fútbol (size #1) B10,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=PLfSw4PWgp4elvNnY1UXG9sAVZyVLqcPuLZOx%2FF34dtUQuGYgeylsBgTC01vTahNJvJOx0qu9qzgiTH0n9IJVNxyw%2F%2B7mZy54FnaX344F%2BSFCSZhEy3Ozc7NTSglkHXrf7vpDyc2fpVaV%2FVW7Blae7HMyWDcxmy%2FFw4DrmXBg0eDqKkWgWGk7rhT4pqM7Ra19zKrIG5vuu8pBx0pfHoX05cQ90hzqvtID1LxdwOOUIv2ZAJm6Nf9SI%2BxSENW0bJQQnArL0VkHBd8lBgA2GnD8LKxDIXdmnqq5R5qPKZR4jdSrAhSPfufFWilvRbneaToZA1zby%2BgAQUAukaTNFDTDHgEFK2ggSB84f%2FQqHkeQbwaEN4Z7SWovroF%2FJAUiaCT7K2xuaUyI5FPUPYCPnueMv8JIHsF%2Fd77IwWxj5lXOHrCB6olBpKOAaDAQzMx1eXoy6YapT%2FDUp5YNa650ybZDKdNTngsUnC9APDLhlsWRL9UeuBTarSJ%2Fzy9FI8NjcRKD6lO8ynY1u%2FvnDK1O9AloiHuv2FBbpK1h9TSV2hnsr58XHKLb0o1asq7vtXUZ1mmAGFFxFC9KOng7B7abw8vyOI1UNawBTz0FJGcWUx%2BiOyNGIXPGnMmP%2FB1VDmgdsalr%2F%2Bvb11y5xKBGum7NHcRp1eg5cigLh4dQxJISTdLZr%2Bpbpz3x99c45msFbdEFozIY8AzulcIUGAYTi0loq9ZSYCdKzWcl8uyYpqhzkBYggDcpVPRGXWZWNqzX2uWp6Xd9TOAyxAx7uUmpW%2BokDfr77UtDWqWewdtT2jEHo%2BCfJLjAT6%2BM1G06gQOG8AwS%2Bhse3rcUlD8F7hMnrKzyYvA%2Bq7Pnj2%2Btrh8UQdkOYFc9NjwlzuZ2QoSDxa9gLAgEG%2FQdWtM2FY%2FDK477giZZQNEk%2BPmttqDjl89jHT03gayzvQxwSXfFdyLX5q9laq4p8Pq3sezgRAWvjZ48qxr%2FtQ2DUKVYM%2F5w4y9G4dkWklJy4TThQgF0IoFPNYUuJh3wvQENgTg16lC1iwPhHJLck2%2BfEClrJLTEytk3iemz9yR57P%2Bf2sr%2BzmhgjHz%2Bte8ITVqQrqopfsLPuBmuUveTJZfGAsRWvJY2Z%2FQ89WLMIQGQ8mBxZDx14lqnUntAC6huOs%2B4NbNh5zczv%2B9hgI5zzWRGc%2Fg92ZG1vrtSjKeHJBZuC8t6VLlJv70FeaqTk8Koow78J2JM7fTe%2FQeQ2j5PG0dhkCs%2FcVRrVtf%2BxUPgLRAGnO9xBWw2UlaE7Ddw5U9baoMrwf0FqRasHzGjfOocSRcfQ92WI5RBFKFL2HhRrCsDWiv2nMikN8kmnXv%2BhYgHwr4F2nHb8kymsSmgdFOoDVxDnMOTsQkNVn%2Fyt43nkjNMhCMXGCXh7DUc7uDpaiAwfEz23%2BmzJFuWJs19ns7DuPWhKIvw21oiMQmqsrZ9Q%3D%3D,$,12.500,,False,True
Guante Golty Competencia Antifracturante - Sku 31432,https://articulo.mercadolibre.com.co/MCO-544540306-guante-golty-competencia-antifracturante-sku-31432-_JM?searchVariation=47423186495#searchVariation=47423186495&position=21&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,79.900,,False,False
Frisbee Frisby Disco Para Ultimate 08co16 Miyagi Azul 175g,https://articulo.mercadolibre.com.co/MCO-501765955-frisbee-frisby-disco-para-ultimate-08co16-miyagi-azul-175g-_JM#searchVariation=48216889475&position=22&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,23.900,,False,False
Zapatilla Futsal Microfútbol De Alta Duración Y Calidad,https://articulo.mercadolibre.com.co/MCO-528622287-zapatilla-futsal-microfutbol-de-alta-duracion-y-calidad-_JM?searchVariation=41541199620#searchVariation=41541199620&position=23&type=item&tracking_id=1cbdcadf-6578-4e5b-9bc5-65c9ee73482b,$,70.400,,False,False
