name,link,price_simbol,price,price_discount,best_seller,promotional
Bicicleta Kaizer DH R29 Color Verde Neon...,https://www.linio.com.mx/p/bicicleta-kaizer-dh-r29-color-verde-neon-2020-orskik?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP11G0EJLMX&position=43&sku=ME985SP11G0EJLMX,,"$4,699.00",- 32%,False,False
Bicicleta Mercurio Striker R24 Azul-Verd...,https://www.linio.com.mx/p/bicicleta-mercurio-striker-r24-azul-verde-2020-qbtzw5?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP0YK0HPLMX&position=44&sku=ME985SP0YK0HPLMX,,"$3,659.00",- 8%,False,False
Bicicleta Mercurio K-DIM 26 Azul/verde 2...,https://www.linio.com.mx/p/bicicleta-mercurio-k-dim-26-azul-verde-2020-qet5wr?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP0VMZMLLMX&position=45&sku=ME985SP0VMZMLLMX,,"$3,378.00",- 3%,False,False
Bicicleta Mercurio R24 Country Rosa 2020...,https://www.linio.com.mx/p/bicicleta-mercurio-r24-country-rosa-2020-qg03e9?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP0UQ72LLMX&position=46&sku=ME985SP0UQ72LLMX,,"$3,999.00",- 11%,False,False
Bicicleta Mercurio Bad Boy R24 Negro-Ama...,https://www.linio.com.mx/p/bicicleta-mercurio-bad-boy-r24-negro-amarilla-2020-qg00bp?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP0UMRM5LMX&position=47&sku=ME985SP0UMRM5LMX,,"$3,678.00",- 8%,False,False
Bicicleta Mercurio Cuty J91 MP3 con Casc...,https://www.linio.com.mx/p/bicicleta-mercurio-cuty-j91-mp3-con-casco-r16-blanco-rosa-s061m3?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP0RNQ40LMX&position=48&sku=ME985SP0RNQ40LMX,,"$2,239.00",- 32%,False,False
Bicicleta Mercurio Cruiser R26 Azul...,https://www.linio.com.mx/p/bicicleta-mercurio-cruiser-r26-azul-s02w7h?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP0RGJY4LMX&position=49&sku=ME985SP0RGJY4LMX,,"$3,699.00",- 11%,False,False
Bicicleta  Mercurio ZTX Doble suspensió...,https://www.linio.com.mx/p/bicicleta-mercurio-ztx-doble-suspensio-n-r26r-s3zio8?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP0O6J24LMX&position=50&sku=ME985SP0O6J24LMX,,"$2,999.00",- 18%,False,False
Bicicleta Mercurio FS MAGNUM R20 1v...,https://www.linio.com.mx/p/bicicleta-mercurio-fs-magnum-r20-1v-vaka85?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP0G64XGLMX&position=51&sku=ME985SP0G64XGLMX,,"$3,478.00",- 24%,False,False
Bicicleta Mercurio CAPRESSI R24 6v Rosa...,https://www.linio.com.mx/p/bicicleta-mercurio-capressi-r24-6v-rosa-nacarado-vbr5fz?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP0EX4K4LMX&position=52&sku=ME985SP0EX4K4LMX,,"$3,974.00",- 12%,False,False
Bicicleta Mercurio Helium R24 Gris 2020...,https://www.linio.com.mx/p/bicicleta-mercurio-helium-r24-gris-2020-ympma5?qid=9f1809bb384d6109c23de67250aa7ea8&oid=ME985SP042ELPLMX&position=53&sku=ME985SP042ELPLMX,,"$3,399.00",- 5%,False,False
Bicicleta Ghost Row Rodado 29 Negro-Nara...,https://www.linio.com.mx/p/bicicleta-ghost-row-rodado-29-negro-naranja-js6ucx?qid=9f1809bb384d6109c23de67250aa7ea8&oid=GH556SP1JINZFLMX&position=54&sku=GH556SP1JINZFLMX,,"$4,899.00",- 30%,False,False
Guantes impermeables de bicicleta de ded...,https://www.linio.com.mx/p/guantes-impermeables-de-bicicleta-de-dedo-completo-guantes-de-bicicleta-mtb-transpirables-a-prueba-de-golpes-joueo3?qid=9f1809bb384d6109c23de67250aa7ea8&oid=GE598SP1NFQ79LMX&position=55&sku=GE598SP1NFQ79LMX,,$339.00,- 27%,False,False
Para bicicleta titular de la botella aju...,https://www.linio.com.mx/p/para-bicicleta-titular-de-la-botella-ajustable-de-bicicletas-de-montan-a-botella-de-agua-de-la-jaula-de-bebida-portabicicletas-botella-de-agua-titular-de-la-cremallera-de-la-montan-a-taza-de-moto-joulmi?qid=9f1809bb384d6109c23de67250aa7ea8&oid=GE598SP1NBN7LLMX&position=56&sku=GE598SP1NBN7LLMX,,$219.00,- 27%,False,False
Lámpara recargable LED USB COB montaña...,https://www.linio.com.mx/p/la-mpara-recargable-led-usb-cob-montan-a-seguridad-luz-trasera-bicic-lun-n3me9i?qid=9f1809bb384d6109c23de67250aa7ea8&oid=GE598SP17YUQ3LMX&position=57&sku=GE598SP17YUQ3LMX,,$315.00,- 19%,False,False
X3F3 USB Bicicleta Luz T6 Luz LED Bicicl...,https://www.linio.com.mx/p/x3f3-usb-bicicleta-luz-t6-luz-led-bicicleta-luz-impermeable-faro-onh6de?qid=9f1809bb384d6109c23de67250aa7ea8&oid=GE598SP15OAO7LMX&position=58&sku=GE598SP15OAO7LMX,,$259.00,- 27%,False,False
Bicicleta de montaña Bicicleta Biciclet...,https://www.linio.com.mx/p/bicicleta-de-montan-a-bicicleta-bicicleta-mtb-manillar-pun-os-mango-antideslizante-de-goma-os803w?qid=9f1809bb384d6109c23de67250aa7ea8&oid=GE598SP10LY0PLMX&position=59&sku=GE598SP10LY0PLMX,,$259.00,- 27%,False,False
Funda de asiento moto 3D Silicona grueso...,https://www.linio.com.mx/p/funda-de-asiento-moto-3d-silicona-grueso-acolchado-coji-n-funda-de-asiento-de-bicicleta-qbmh03?qid=9f1809bb384d6109c23de67250aa7ea8&oid=GE598SP0Z1GWRLMX&position=60&sku=GE598SP0Z1GWRLMX,,$299.00,- 27%,False,False
